Date		0.25	0.5	0.75	1	2	3	5	7	10	15	20	30									
2018-01-03	6.16	6.27	6.38	6.49	6.79	6.93	7.15	7.35	7.63	8.06	8.49	9.25
2018-01-04	5.79	5.99	6.18	6.35	6.75	6.89	7.09	7.29	7.58	8.05	8.48	9.23
2018-01-05	6.41	6.43	6.47	6.52	6.73	6.88	7.11	7.31	7.60	8.04	8.45	9.14
2018-01-09	6.37	6.41	6.45	6.50	6.68	6.80	7.03	7.26	7.55	7.98	8.37	9.04
2018-01-10	6.39	6.45	6.52	6.58	6.75	6.84	7.04	7.26	7.56	8.02	8.42	9.09
2018-01-11	6.39	6.49	6.59	6.66	6.81	6.88	7.07	7.28	7.56	7.98	8.36	9.00
2018-01-12	6.54	6.59	6.64	6.67	6.75	6.82	7.00	7.21	7.52	7.97	8.36	9.01
2018-01-15	6.64	6.67	6.69	6.71	6.75	6.80	6.99	7.20	7.49	7.88	8.22	8.79
2018-01-16	6.62	6.64	6.67	6.70	6.79	6.85	7.03	7.23	7.51	7.90	8.24	8.81
2018-01-17	6.68	6.71	6.73	6.75	6.80	6.85	7.03	7.24	7.51	7.91	8.25	8.84
