Date	0.25	0.5	0.75	1	2	3	4	5	6	7	8	9	10	12	15	20	25	30									
2018-01-01	6.279	6.3924	6.4991	6.594	6.9004	7.1217	7.2809	7.3994	7.4909	7.5615	7.6143	7.6522	7.6795	7.7231	7.8023	7.9678	8.032	7.9455
2018-01-02	6.2852	6.3971	6.5011	6.5966	6.9075	7.1375	7.3065	7.4333	7.5296	7.6022	7.6554	7.6924	7.7189	7.761	7.8375	7.9972	8.0607	7.9805
2018-01-03	6.3887	6.456	6.5294	6.606	6.9018	7.1287	7.2911	7.4075	7.4951	7.5625	7.6133	7.6515	7.6819	7.7363	7.8319	8.0054	8.0703	7.9893
2018-01-04	6.3905	6.4548	6.5266	6.6045	6.9026	7.1368	7.3045	7.4246	7.5137	7.5809	7.6306	7.6672	7.6958	7.7476	7.841	8.0115	8.0635	7.9579
2018-01-05	6.4088	6.4645	6.5284	6.5987	6.8817	7.1053	7.2648	7.377	7.4598	7.5216	7.5669	7.5996	7.625	7.674	7.7795	7.9919	8.049	7.8943
2018-01-08	6.3905	6.4558	6.5278	6.6035	6.8973	7.1274	7.2899	7.4062	7.4926	7.5563	7.601	7.6299	7.6484	7.6788	7.7589	7.972	8.0788	8.0008
2018-01-09	6.4054	6.4789	6.5562	6.6349	6.9276	7.1526	7.3122	7.4277	7.5145	7.5798	7.6275	7.6597	7.6816	7.7141	7.7854	7.9737	8.0685	7.9914
2018-01-10	6.4395	6.4998	6.5695	6.6451	6.9505	7.1925	7.3691	7.4962	7.5895	7.6577	7.7052	7.7368	7.7579	7.789	7.8561	8.0292	8.1113	8.0298
2018-01-11	6.4389	6.5074	6.5818	6.6609	6.957	7.1894	7.3586	7.4825	7.5762	7.6474	7.6996	7.7364	7.7622	7.8	7.8692	8.0327	8.1053	8.0198
2018-01-12	6.4374	6.504	6.5769	6.6544	6.9552	7.1909	7.3613	7.4839	7.5761	7.6461	7.6976	7.734	7.76	7.7991	7.8708	8.0336	8.1044	8.0185
