Date	1	2	3	4	5	6	7	8	9	10	12	15	20	30
2018-01-02	3.7567	3.7764	3.7971	3.8195	3.8434	3.8689	3.8972	3.9301	3.9683	4.0112	4.1053	4.2472	4.4178	4.5468
2018-01-03	3.6734	3.7285	3.7735	3.8117	3.8451	3.8759	3.9072	3.9413	3.98	4.0232	4.118	4.2619	4.4361	4.5525
2018-01-04	3.6487	3.7082	3.7653	3.8137	3.8543	3.8895	3.923	3.9581	3.9971	4.0398	4.1324	4.2704	4.4335	4.539
2018-01-05	3.5763	3.6643	3.7363	3.7942	3.841	3.881	3.9182	3.9565	3.9976	4.042	4.136	4.2754	4.4386	4.5288
2018-01-08	3.5507	3.6421	3.7142	3.7722	3.8207	3.8633	3.9035	3.9449	3.9894	4.0362	4.1333	4.2705	4.4247	4.5399
2018-01-09	3.5441	3.6252	3.6964	3.7572	3.8096	3.8552	3.8972	3.9395	3.9834	4.0295	4.1255	4.2625	4.4207	4.5364
2018-01-10	3.5472	3.6195	3.6925	3.7582	3.8148	3.8633	3.9066	3.9482	3.9909	4.0353	4.1272	4.2593	4.4151	4.5406
2018-01-11	3.5748	3.6324	3.7046	3.7716	3.8296	3.879	3.9226	3.9643	4.0068	4.0507	4.1415	4.2711	4.4237	4.5265
2018-01-12	3.5723	3.6345	3.7062	3.7727	3.8306	3.8809	3.9263	3.9705	4.0155	4.0621	4.1559	4.2873	4.4356	4.5292
2018-01-15	3.5837	3.64	3.7098	3.7768	3.8383	3.8941	3.9451	3.9938	4.0416	4.0877	4.1741	4.2836	4.4086	4.5493
