Date	0.5	0.75	1	2	3	4	5	6	7	8	9	10								
2018-01-01	6.5485	6.7837	7.0365	8.0241	8.8115	9.3931	9.8045	10.0982	10.3165	10.4807	10.6077	10.7082
2018-01-02	6.6325	6.7857	7.0073	7.9294	8.6772	9.2223	9.6117	9.8951	10.1098	10.2778	10.4131	10.5236
2018-01-03	6.5576	6.7212	6.9499	7.8878	8.6407	9.1884	9.5783	9.8602	10.0738	10.2421	10.3764	10.4872
2018-01-04	6.4736	6.6285	6.8714	7.8716	8.6372	9.1917	9.5816	9.8619	10.0748	10.2406	10.3745	10.4857
2018-01-05	6.4579	6.6319	6.8982	7.9363	8.719	9.2669	9.6384	9.8984	10.0946	10.2498	10.3782	10.4862
2018-01-08	6.5659	6.6959	6.9356	7.9445	8.7105	9.2438	9.5983	9.8446	10.0301	10.1779	10.3004	10.4043
2018-01-09	6.5138	6.6839	6.9412	7.9722	8.7495	9.28	9.6325	9.8733	10.0494	10.1854	10.2947	10.3829
2018-01-10	6.525	6.7179	6.9882	8.0246	8.7782	9.2851	9.6177	9.8414	10.0039	10.1299	10.2299	10.3112
2018-01-11	6.5405	6.7415	7.0096	8.0163	8.7279	9.211	9.5288	9.7466	9.911	10.0423	10.1527	10.2473
2018-01-12	6.5473	6.7679	7.0355	8.0173	8.7102	9.1762	9.4805	9.6866	9.8392	9.9589	10.0576	10.14
