Date	0.25	1	2	3	4	5	6	7	8	9	10	12	15	20	25	30									
2018-01-01	6.5751	6.6879	6.8991	7.1534	7.4244	7.6899	7.9452	8.1877	8.4151	8.6267	8.8223	9.1613	9.5436	9.8838	9.9697	9.9029
2018-01-02	6.4936	6.6529	6.8988	7.1677	7.4386	7.7025	7.9556	8.1954	8.4208	8.6325	8.8268	9.1714	9.5732	9.9674	10.1089	10.0928
2018-01-03	6.5511	6.6813	6.9108	7.1762	7.4536	7.7273	7.99	8.2391	8.4746	8.6928	8.8955	9.2546	9.6771	10.1006	10.2502	10.2205
2018-01-04	6.4848	6.6765	6.9478	7.2246	7.4993	7.7646	8.018	8.2595	8.4855	8.6977	8.8962	9.2506	9.6747	10.1117	10.2753	10.2581
2018-01-05	6.4657	6.6257	6.8719	7.141	7.4139	7.6789	7.9329	8.1707	8.3935	8.6014	8.7936	9.1315	9.52	9.8992	10.0401	10.0357
2018-01-08	6.4772	6.6369	6.8837	7.1519	7.4254	7.689	7.9406	8.179	8.4027	8.6112	8.8049	9.1446	9.5416	9.9311	10.0669	10.0376
2018-01-09	6.4629	6.615	6.8555	7.1218	7.3913	7.6537	7.9053	8.1434	8.3671	8.5772	8.7702	9.1141	9.5217	9.9383	10.0953	10.0793
2018-01-10	6.4174	6.5775	6.8252	7.0915	7.3614	7.6247	7.8765	8.1151	8.341	8.5507	8.7461	9.0945	9.5103	9.9383	10.0986	10.0807
2018-01-11	6.4089	6.5765	6.8278	7.0941	7.3628	7.6238	7.8735	8.1117	8.3345	8.5435	8.7392	9.0888	9.5097	9.9495	10.1179	10.1032
2018-01-12	6.4372	6.6043	6.8521	7.1175	7.385	7.6455	7.8967	8.1337	8.3579	8.5694	8.7673	9.1223	9.5479	9.9922	10.1621	10.1494
